ticketNumber,subject,description,createdTime,status,botResponse,kbSourcesCount,ticketSourcesCount,error
"13267","White List issue","Hi, I'm getting this error "" Your Whitelisting submission was rejected. This is often a result of an incorrect formatting of the Caller ID Registration Name."" <br","2026-02-02T17:01:17.000Z","Closed","This error occurs when the Caller ID Registration Name you entered doesn't follow Mojo's required formatting guidelines. Here's how to fix it: ## Common Formatting Issues: The Caller ID Registration Name must follow specific format requirements that are provided on the whitelisting page in your Mojo dashboard. The most common reasons for rejection include: - Incorrect capitalization - Missing or extra spaces - Special characters that aren't allowed - Names that are too long or too short - Format that doesn't match the examples provided ## How to Fix This: 1. **Go to Settings** from the bottom left of your Mojo dashboard 2. **Select Caller ID/Mojo Caller ID** from the left menu 3. **Review the formatting examples** provided on that page - these show you exactly how the name should be formatted 4. **Re-enter your Caller ID Registration Name** following the exact format shown in the examples 5. **Double-check spacing, capitalization, and any special characters** 6. **Click Save** to resubmit ## Important Notes: - The Caller ID Registration Name will appear to approximately 10-15% of your contacts - Its primary purpose is to identify your number as trusted to phone carriers - Make sure to follow the format examples exactly as shown on the whitelisting page Try resubmitting with the correct formatting, and your whitelisting should process successfully. The examples on the settings page will guide you to the exact format needed.",5,2,
"13266","Mojo Dropped me 2 times this morning in dialing session","Mojo dropped me 2 times this morning in the dialing session - moving now to other dialing solution, please address the problem - was dialing from a land line as well","2026-02-02T16:53:34.000Z","Closed","I understand how frustrating it can be when Mojo drops you from dialing sessions, especially when it happens multiple times in a short period. Let me help you troubleshoot this issue. Here are several steps to resolve session drops: **Immediate Solutions:** 1. **Use the Pause Feature Instead of Letting Sessions Drop** - If you need to take a break or handle something urgent, click the ""Pause"" button in the dialer toolbar - This keeps your session active and maintains your place in the calling list - Click ""Resume"" when you're ready to continue dialing 2. **Proper Session Management** - Always end sessions properly by completing your current call first - Click ""Pause"" before handling any interruptions - Use ""Resume"" to continue from where you left off **Potential Causes and Solutions:** - **Internet Connection**: Even though you're using a landline for calls, Mojo runs through your internet browser. Ensure you have a stable internet connection - **Browser Issues**: Try refreshing your browser or clearing your cache - **Session Timeout**: Extended idle periods can cause automatic disconnections **Alternative Connection Method:** Consider trying **Mojo Voice**, which provides a dedicated browser-based voice connection directly to Mojo's servers without needing your landline or third-party apps. This can provide a more stable connection. **If Problems Persist:** The drops you're experiencing aren't normal behavior. I recommend contacting Mojo support directly with: - Specific times the drops occurred - Your browser type and version - Any error messages you received This will help them identify if there's a system issue that needs addressing. Don't give up on Mojo just yet - these connection issues are typically resolvable with the right troubleshooting approach.",5,2,
"13264","New Form Submission","Hi, Why was I being charged for 2 Agents? I'm the only user on","2026-02-02T15:36:07.000Z","Closed","I understand your concern about being charged for 2 agents when you're the only user on your account. This billing discrepancy needs to be investigated and resolved. Here are the most common reasons this might happen: **Possible Causes:** - Duplicate user accounts created inadvertently - Multiple browser sessions or devices logged in simultaneously - Billing system error showing incorrect agent count - Previous configuration changes that weren't properly updated in billing **Immediate Steps:** 1. **Verify your account setup** - Log into your Mojo account and check your user management section to confirm only one agent is configured 2. **Check for multiple licenses** - The error ""Your current subscription has 1 dialing subscription"" that some users encounter actually indicates licensing issues that might relate to your billing concern **To Resolve This:** Since this appears to be a billing error that requires account-specific investigation and potential refunds, you'll need to contact Mojo support directly. They can: - Review your account history and billing records - Verify the actual number of active agents on your account - Process refunds for any erroneous charges - Ensure your billing is corrected going forward Please create a support ticket through your Mojo account or contact Mojo's billing department directly. Include the specific dates and amounts of the duplicate charges ($10 per month) to help expedite the refund process. This type of billing discrepancy should be resolved quickly once support reviews your account details.",5,2,
"13263","Data reactivation","When trying to reactivate Expired Data for NEVADA Greater Las Vegas Association that lapsed on 01/28/2026 User encountered an the following issue ""an error has occurred please try again if the issue persists to call in to Mojo""","2026-02-02T15:20:31.000Z","Closed","This error message indicates a technical issue with the data reactivation process for your Nevada Greater Las Vegas Association Expired Data subscription. Here are the steps to resolve this: **Immediate Actions:** 1. **Try again in a few minutes** - Sometimes this is a temporary server issue that resolves quickly 2. **Clear your browser cache and cookies**, then attempt the reactivation again 3. **Try using a different browser** or incognito/private browsing mode **If the error persists:** Contact Mojo support directly as this appears to be a system-level issue that requires technical assistance. The support team can: - Manually reactivate your Nevada Greater Las Vegas Association Expired Data subscription - Investigate why the automated reactivation process is failing - Ensure your data delivery resumes properly **What to expect after reactivation:** - Once reactivated, your Expired Data will resume daily delivery around 7am local time - You'll find the data in Properties Lists inside the Mojo Data/Dialer area - Historical data (up to 12 months if available) should be restored along with ongoing daily updates Since your subscription lapsed on 01/28/2026, you'll want to get this resolved quickly to minimize any gaps in your lead pipeline. The support team can expedite the reactivation process and ensure you don't miss any valuable expired listings in your target area.",5,2,
"13261","Account 283299",,"2026-02-02T14:30:43.000Z","Closed","I don't have specific information about Account 283299 in my available resources. To get details about this specific account, you'll need to: 1. **Log in to your Mojo account** using your credentials 2. **Check the Account section** (located towards the top right of the Mojo screen) to view your account details, subscriptions, and settings 3. **Contact Mojo support directly** through the ticketing system within your account for account-specific inquiries If you need help with general account management tasks like: - Adding or removing agents - Managing subscriptions - Canceling your account - Updating billing information I can provide detailed instructions for those processes. What specific help do you need with your account?",5,2,
"13262","cancellation Customer Account Number: 795842",,"2026-02-02T14:48:05.000Z","Closed","To cancel your Mojo account, you'll need to follow these steps: **How to Cancel Your Account:** 1. Log in as the owner of the account using a computer 2. Select ""Account"" located towards the top right of the Mojo screen 3. Select the ""Subscriptions"" tab on the left side of the page 4. Click the ""Cancel"" button 5. Follow the on-screen instructions to complete the cancellation process **Important Notes:** - All account cancellations must be done within your Mojo account using a computer - Cancellation requests via email, phone, or the ticketing system will not be processed - Your cancellation will take effect after your next billing date - You may continue using the platform until that date **Alternative Option:** If you're temporarily not using the service (vacation or seasonal use), consider switching to the basic subscription for $10/month per user. This option preserves all your data until you need to resume Power Dialing. The cancellation process must be completed by logging into your account directly - I cannot process the cancellation for account number 795842 through this support channel.",5,2,
"13245","Questions about system",,"2026-02-01T16:27:49.000Z","Closed","I'd be happy to help answer your questions about the Mojo system! Mojo is a comprehensive dialing and lead management platform that includes: **Core Components:** - **Auto Dialer**: Multi-line dialing system (2-3 lines simultaneously) that automatically dials leads - **CRM System**: Complete contact management with detailed contact cards - **Lead Management**: Organize leads by categories, assign to team members, track interactions - **Calendar Integration**: Schedule appointments and follow-up tasks - **Activity Tracking**: Monitor all activities from the past 7 days **Key Features:** - Power dialing with automatic call progression - Comprehensive contact cards with multiple phone numbers and emails - Property information tracking for real estate leads - Team coordination tools and activity streams - Integration capabilities with other systems - Real-time internet quality monitoring (latency meter) **Getting Started:** - Homepage shows today's activities, training webinars, and system status - Navigation includes Neighborhood Search, Expired Leads, For Sale By Owner, and Dialing Stats - Live training sessions available twice daily (11 AM and 3 PM Eastern, Mon-Fri) **Subscription Management:** - Dialer subscriptions with flexible add/remove options - Data and Caller ID services available - Billing management through the Account section What specific aspects of the system would you like to know more about? I can provide detailed information about dialing features, contact management, setup process, or any other functionality.",5,2,
"13237","MLS Request","https://armls.flexmls.com/ Kr367 Vikings..887!","2026-01-31T05:06:09.000Z","Closed","I see you're requesting to add ARMLS (Arizona Regional MLS) through FlexMLS to your available MLS options in Mojo. This is the main MLS for the Metro Phoenix area of Arizona. To get your MLS added to Mojo's system, you'll need to contact Mojo support directly with your MLS request. They'll work with you to integrate ARMLS so you can access the Expired Data service for your area. You can reach Mojo support through: - The support portal in your Mojo account - Email support - Phone support Make sure to provide them with: - The MLS name: ARMLS (Arizona Regional MLS) - The URL: https://armls.flexmls.com/ - Your coverage area details Once ARMLS is added to the system, you'll be able to subscribe to Mojo Expired Data for $50/month and select your target areas within the Phoenix metro region.",2,2,
"13250","Re: Mojo Dialing Solutions",,"2026-02-02T01:07:27.000Z","Closed","Hello! I'm here to help you with any questions or issues you have regarding Mojo Dialing Solutions. Could you please let me know what specific aspect of Mojo you need assistance with? I can help you with topics like: - Power Dialer features (redial, pause/resume, multi-line dialing) - Dialing filters and targeting prospects - Subscription and licensing questions - Troubleshooting dialer issues - Account setup and configuration What can I help you with today?",5,2,
"13253","trouble with mojo voice","I purchased Mojo Voice and im not sure how to set it up. Do you need to have a single or triple line dialer to use it ? i thought it just worked as a direct phone system. Am i misunderstanding ?","2026-02-02T12:54:28.000Z","Open","You're not misunderstanding! Mojo Voice is designed to work as a direct phone system built right into your browser - no separate phone line or device required. Here's how Mojo Voice works: **What You Need:** - Mojo Voice works with any dialer configuration (single line, triple line, etc.) - It's a browser-based voice connection that integrates directly with the Mojo Dialer - Compatible with Chrome, Firefox, Safari, and Edge **How to Set It Up:** 1. When you launch a dial session, look for a checkbox to enable/disable Mojo Voice in the dialer setup screen 2. Check the box to enable Mojo Voice before starting your session 3. Your browser will prompt you to allow access to your microphone and headset - you must accept this 4. Once granted, you can select your preferred microphone and headset 5. Test your audio connection to make sure everything works properly **Key Points:** - You can choose to use Mojo Voice or your regular phone on a session-by-session basis - The $30/month subscription is per user - No additional hardware needed - it all runs through your browser The beauty of Mojo Voice is that it eliminates the need for a separate phone system while still giving you all the power dialer functionality you're used to. You should be able to start using it right away once you enable it in your next dialing session!",5,2,
"13260","Fwd: Mojo Caller ID",,"2026-02-02T13:46:45.000Z","Closed","I'd be happy to help you with Mojo Caller ID! Here's what you need to know: ## What is Mojo Caller ID? Mojo Caller ID is a virtual number service that provides you with an alternative caller ID for making calls while still receiving return calls on your phone. It costs $10 per month per number with a month-to-month subscription. ## Key Benefits - **STIR/SHAKEN Certification**: Your calls are transmitted with attestation level A (the highest certification), ensuring recipients recognize your calls as authentic and legitimate - **Improved Answer Rates**: Verified, whitelisted caller ID increases the likelihood of calls being answered - **Reduced Spam Labeling**: Fewer calls incorrectly flagged as spam - **Enhanced Caller Reputation**: Positions you as a trusted caller, boosting credibility - **Personalized, Verified Caller ID**: Projects professionalism and builds trust ## How to Add Mojo Caller ID 1. Navigate to **Settings** from the bottom left of your Mojo dashboard 2. Select **Caller ID/Mojo Caller ID** 3. Click the **Buy Mojo Caller ID** button 4. Agree to the terms and click **Proceed to Checkout** 5. Select your state 6. Choose an available Mojo Caller ID number from the dropdown 7. If your area code isn't available, click the link to submit a request 8. Enter a phone label (for your internal reference only) 9. Complete the purchase The number will be automatically whitelisted and ready to use with STIR/SHAKEN certification for maximum trust and deliverability. Is there a specific aspect of Mojo Caller ID you'd like more information about?",5,2,
"13259","Fwd: My account",,"2026-02-02T13:46:31.000Z","Closed","I'd be happy to help you with your account! Could you please provide more specific details about what you need assistance with regarding your Mojo account? For example, are you looking for help with: - Account cancellation - Billing or subscription management - Adding or removing agents - Account security settings - Putting your account on hold - Something else entirely The more details you can share about your specific question or issue, the better I can assist you with the right solution.",5,2,
"13257","Fwd: Fw:please refund, i down graded on the 31st Mojo Dialing Solutions",,"2026-02-02T13:39:03.000Z","Closed","I understand you're requesting a refund after downgrading your subscription on the 31st. For billing and refund requests, I'll need to direct you to the appropriate team who can review your account details and billing history. Please contact our billing support team directly at: - **Email**: Create a support ticket through your Mojo account portal - **Phone**: Contact our main support line during business hours When you reach out, please provide: - Your account information - The specific date you downgraded (the 31st) - Details about what refund you're requesting Our billing team will be able to review your account, verify the downgrade date, and process any applicable refunds according to our refund policy. Is there anything else I can help you with regarding your Mojo Dialer features or functionality?",5,2,
"13256","settings","Hi I have imported .csv file = NEW LEADS but can not set up or see it - in the map fields to select fields?? Please help with the set up, thank you, Gina","2026-02-02T13:04:36.000Z","Closed","Hi Gina! It sounds like you're having trouble with Step 3 of the import process - the field mapping step. Here's how to complete your CSV import: **After selecting your file and destination, you should see the field mapping screen where you can:** 1. **Map your CSV columns to Mojo fields** - You'll see your spreadsheet columns on the left and Mojo's fields on the right 2. **Match the data properly** - For example, if your CSV has a column called ""Name,"" map it to Mojo's ""First Name"" or ""Full Name"" field 3. **Required fields** - Make sure to map at least one phone number field, as this is required for calling 4. **Common fields to map:** - Name fields (First Name, Last Name) - Phone numbers (Home Phone, Cell Phone, Work Phone) - Address information - Email addresses **If you're not seeing the field mapping screen:** - Make sure you completed Steps 1 and 2 first (file selection and destination) - Try refreshing your browser and starting the import process again - Ensure your CSV file has proper headers in the first row **To access your imported leads once complete:** - Go to Data & Dialer section - Look for your new calling list or group where you imported the data - Your ""NEW LEADS"" should appear there once the import is finished If you're still not seeing the field mapping options, there might be an issue with your CSV file format. Make sure it's properly formatted with headers in the first row and data in subsequent rows.",5,2,
"13255","NEIGHBORHOOD SEARCH BY ZIP CODE 33067",,"2026-02-02T13:02:06.000Z","Closed","To search by zip code 33067 in Neighborhood Search, follow these steps: 1. **Access Neighborhood Search** - Click the ""Lead Store"" button and purchase access if you haven't already - Click the ""Neighborhood Search"" button in the Data and Dialer section 2. **Set Up Your Search** - Allow location access when prompted - Enter ""33067"" or a specific address within that zip code in the center search bar - Click the appropriate address suggestion to navigate to that location 3. **Choose Your Search Method** From the left panel, select: - **Radius** - Click on your selected location to create a circle, then drag points to resize - **Freeform Plotting** - Click points on the map to create a custom shape around the zip code area - **Street Search** - Enter specific addresses and the zip code 33067 when prompted 4. **Apply Filters** Configure filters before or after defining your search area to refine results based on property type, ownership length, property value, etc. 5. **Review and Import** - View property pins (house icons) on the map - Click on pins to see specific property details - Review your list and import the leads when ready The tool will pull from Mojo's entire U.S. residential database for that zip code area, giving you access to phone numbers, emails, and property data for immediate dialing.",5,2,
"13254","Fwd: Pending events from Mojo calendar",,"2026-02-02T13:00:14.000Z","Closed","I can help you with pending events from your Mojo Calendar. Here's how to manage and work with your calendar events: ## Viewing Your Calendar Events Your Mojo Calendar displays all your activities including: - Follow-up calls - Tasks - Appointments - Letters and labels - Birthdays - Home close date reminders ## Managing Pending Events **To view your events:** 1. Navigate to the Calendar section in the top navigation bar 2. Use the date controls to filter by: - Today - Past - Future 3. Switch between list view and calendar view using the view controls **For pending follow-up calls specifically:** 1. Check the box next to ""Follow-Up Calls"" to make them visible 2. Select your desired date range using the calendar tool 3. Click the green ""Dial Follow-Up Calls"" button to start calling them ## Mass Actions for Pending Events You can perform bulk actions on your pending events: - Mark multiple events as complete - Assign them to different team members - Print event lists - Mass reschedule events - Export event data ## Completing Individual Events For individual pending events, click the three dots on the far right of each event to: - Mark as complete - Delete the event - Edit details Would you like me to explain any specific aspect of managing your pending calendar events in more detail?",5,2,
"13249","referral","Do you guys offer referral bonuses? I sent John McCormack from Florida your way.","2026-02-01T20:26:38.000Z","Closed","I don't see information about referral bonuses in our current documentation. For details about referral programs and any potential bonuses for sending new customers our way like John McCormack, you'll need to contact our support team directly. You can reach out to them through your Mojo account or contact customer service, and they'll be able to give you the most up-to-date information about any referral programs we may have available.",5,2,
"13242","Caller ID","Can I drop down to one dialer, but add 2 caller ID Subscriptions?","2026-01-31T22:13:29.000Z","Closed","Yes, you can add multiple Caller ID subscriptions even if you drop down to one dialer. Caller ID subscriptions are separate from your dialer plan. Here's how it works: **Adding Multiple Caller IDs:** - Each Caller ID is a separate $10/month subscription - You can have as many Caller ID numbers as you need - Each number requires its own verification process **To add additional Caller IDs:** 1. Go to Settings (click your login name in the top right) 2. Navigate to Power Dialer → Caller ID 3. Click ""Add Caller ID"" for each number you want to add 4. Complete the verification process for each number **Benefits of Multiple Caller IDs:** - Use different numbers for different campaigns or areas - Each comes with STIR/SHAKEN attestation level A certification - Improved answer rates and reduced spam labeling - Professional caller identification Your dialer plan and Caller ID subscriptions are independent, so reducing your dialer count won't affect your ability to maintain multiple Caller ID numbers. Each Caller ID will continue to work with whichever dialer you're using.",5,2,
"13241","Mojo account",,"2026-01-31T14:51:28.000Z","Closed","I'd be happy to help you with your Mojo account! Could you please let me know what specific aspect of your account you need assistance with? Here are some common account-related topics I can help you with: **Account Management:** - Adding new agents/team members to your account - Managing user roles and permissions - Setting up your account or agent profile photo **Billing & Subscriptions:** - Managing your billing subscriptions - Adding or removing dialer licenses - Upgrading or downgrading your plan **Account Security:** - Protecting your account and data - Best practices for credential sharing - Setting up Virtual Assistant accounts **Account Status:** - Putting your account on hold temporarily - Canceling your account - Reactivating a canceled account **Account Setup:** - Understanding user access levels (Owner, Super User, User, Lite User) - Configuring team structure What specifically would you like help with regarding your Mojo account?",5,2,
"13240","Integration Partnership Request — Real Estate OS + Mojo Dialer",,"2026-01-31T11:39:48.000Z","Closed","I see you're interested in an integration partnership between Real Estate OS and Mojo Dialer. Mojo Dialer currently offers several types of integrations: **Premium Integrations** (with direct access via iFrame within Mojo): - Boomtown CRM - Real Geeks CRM **Standard Integrations** (data push/pull via API): - Follow Up Boss CRM - Mailchimp - And others For new integration partnerships like Real Estate OS, you'll need to contact Mojo Dialer directly to discuss: - Technical requirements and API capabilities - Integration scope (data syncing, lead management, etc.) - Partnership terms and development timeline - Whether it would be a Premium or Standard integration I'd recommend reaching out to Mojo's partnerships or business development team through their main support channels to explore this integration opportunity. They can provide specific details about their integration requirements and partnership process. Is there a particular aspect of the Real Estate OS integration you're most interested in, such as lead syncing, contact management, or call logging?",5,2,
"13238","Collaboration Proposal: Free Video Review + Mutual Promotion",,"2026-01-31T05:23:18.000Z","Closed","I see you've mentioned ""Collaboration Proposal: Free Video Review + Mutual Promotion"" but I don't have any details about what specific information you're looking for regarding this topic. Could you please clarify what you'd like to know? For example, are you: - Looking for information about collaboration opportunities with Mojo Dialer? - Asking about video review features within the platform? - Seeking details about promotional partnerships? - Having technical issues related to video content? Once you provide more context about your specific question or need, I'll be happy to help you with detailed information and guidance.",5,2,
"13239","Collaboration Proposal: Free Video Review + Mutual Promotion",,"2026-01-31T05:23:28.000Z","Closed","I see you've mentioned ""Collaboration Proposal: Free Video Review + Mutual Promotion,"" which appears to reference some closed support tickets in our system. However, I don't have specific details about what this collaboration proposal entails or what kind of assistance you're looking for. Could you please provide more details about: - What specific collaboration you're interested in - What type of video review you're referring to - What kind of mutual promotion you have in mind - How this relates to your Mojo Dialer usage or needs This will help me better understand how I can assist you with your Mojo Dialer questions or concerns.",5,2,
"13235","Potomac Custom Remodeling: API Instructions to post leads to Mojo","Hi there, My name is Cole Bridge and I'm reaching out for Potomac Custom Remodeling. We are a lead validation + routing platform and the PCR team wants us to post leads into Mojo Dialer, but I don't see any open API. Is it possible to post leads into Mojo Dialer via API fro","2026-01-30T23:50:43.000Z","Closed","Hi Cole, Yes, it is possible to post leads into Mojo Dialer from another platform, but it works through an approved vendor system rather than an open API. Mojo uses a ""One Way Data Posting"" system with approved lead vendors. To set this up, you would need to: 1. **Get approved as a vendor** - Contact Mojo support at 877-859-6656 to discuss becoming an approved lead vendor for data posting 2. **Obtain the client's Posting PIN** - Once approved, Potomac Custom Remodeling would need to provide their unique 10-digit Posting PIN from their Mojo account (found in their Account section - only visible to account owners) 3. **Authentication process** - Mojo would authenticate your platform and enable direct lead posting to their account Currently approved vendors include companies like The Redx, Vulcan 7, Cole Information, Telelisting, and others. The benefit of this system is that once set up, leads post directly into Mojo lists without requiring manual file imports. I'd recommend calling Mojo support at 877-859-6656 to discuss the vendor approval process and technical requirements for your lead validation and routing platform. They can provide the specific details on how to integrate with their posting system.",5,2,
"13229","Number spam likely","Hello. I need help rewhitelisting my numbers. My contact rate hasn't been the best, so I called my friends. On AT&T it's showing up as spam likely and on T-Mobile it's not showing any caller ID. My numbers are whitelisted by Mojo please see the image down b","2026-01-30T22:29:00.000Z","Closed","I understand your frustration with the spam likely labeling despite your numbers showing as whitelisted in Mojo. Here's what's happening and how to address it: **Why This Occurs:** Even when Mojo shows your numbers as whitelisted (green status), individual carriers like AT&T and T-Mobile can still apply their own spam filters and labeling. Each carrier has independent spam detection systems that can override whitelisting status. **Immediate Steps:** 1. **Contact Mojo Support Directly** - Since this involves carrier-specific spam labeling while your numbers show as properly whitelisted, you'll need direct technical assistance to: - Verify the whitelisting status with carriers - Submit rewhitelisting requests if needed - Check for any carrier-specific issues 2. **Document the Issue** - Keep records of: - Which specific numbers are affected - Which carriers are showing spam likely - Screenshots of the Mojo whitelisting status **Long-term Solutions:** Consider upgrading to **Mojo Caller ID**, which provides: - Stir/Shaken certification with attestation level A - Verified caller ID that carriers recognize as legitimate - Higher trust and deliverability rates - Reduced false spam tagging **Best Practices While Resolving:** - Vary your calling patterns - Keep call durations reasonable - Avoid rapid-fire calling to the same area codes - Monitor your contact rates for improvements Contact Mojo support immediately with your account details and the specific numbers experiencing issues. They can work directly with carriers to resolve the spam labeling problem.",5,2,
"13219","DNC in CSV","Hello! We have a CSV to import and some of the numbers are listed as DNC. (Has DNC next to the number in the spreadsheet from Remine). The contacts in Mojo do not identify them as DNC after import - how do we fix this?","2026-01-30T17:39:02.000Z","Closed","When importing a CSV file where phone numbers have ""DNC"" indicated in the same cell (like from Remine), Mojo doesn't automatically recognize and mark these as Do Not Call during the import process. Here's how to handle this: ## Option 1: Clean the CSV Before Import (Recommended) 1. Before importing, edit your CSV file to remove the ""DNC"" text from the phone number cells 2. Create a separate column to track which numbers were marked as DNC 3. Import the cleaned file normally ## Option 2: Add Numbers to DNC After Import After importing your list, you'll need to manually add the DNC numbers: **To add individual numbers:** 1. Click Settings on the bottom left of your Mojo screen 2. Click Do Not Call on the left menu 3. Click the DNC Scrubbing link 4. Scroll to the bottom of the page 5. Click the Add Number button 6. Enter the phone number in the text field 7. Click Add to confirm **To add multiple numbers via file:** 1. Create a separate CSV file with just the DNC phone numbers 2. Click Settings → Do Not Call → Import DNC List 3. Choose your DNC file (must be under 5MB) 4. Follow the import wizard to map the phone number column 5. Click Import ## Option 3: Move Contacts to DNC from Data & Dialer If the contacts are already imported: 1. Navigate to the Data & Dialer screen 2. Select the contacts that should be DNC 3. Click the Move to button at the bottom and select Move to DNC, or right-click and choose Move to DNC 4. Select the phone numbers to add to DNC and click OK The system will then prevent future imports of these numbers and block outbound calls to them.",5,2,
"13217","Caller ID is Registering as Mojo Selling Solutions",,"2026-01-30T16:50:37.000Z","Open","This issue occurs when your caller ID is displaying ""Mojo Selling Solutions"" instead of your intended caller ID name. Here's how to fix this: **For Existing Caller IDs:** 1. Navigate to Settings from the bottom left of your Mojo dashboard 2. Select Caller ID/Mojo Caller ID from the left menu 3. Find your caller ID number and click the ""Submit"" button under the Whitelisted column 4. Check the box to have your Caller ID whitelisted 5. Enter your **Caller ID Registration Name** - this is what will appear to contacts (approximately 10-15% will see this name) 6. Make sure to follow the specific format guidelines provided on the page 7. Check the box to agree to the terms and click Save **For New Caller IDs:** When adding a new caller ID, you'll be prompted during setup to whitelist it and enter your registration name. **Important Notes:** - The Caller ID Registration Name you enter is what recipients will see instead of ""Mojo Selling Solutions"" - This name must follow specific formatting requirements shown on the whitelisting page - Full whitelisting can take up to 8 days to complete depending on the phone carrier - Your number will be color-coded in the system to show its current whitelisting status The whitelisting process with your custom registration name should resolve the issue of calls showing as ""Mojo Selling Solutions"" and instead display your preferred business identity.",5,2,
"13223","Account",,"2026-01-30T19:00:41.000Z","Closed","Based on your question about ""Account,"" here are the key account-related features and functions in Mojo: ## Account Access & Management - Log in to access your account settings by clicking ""Account"" in the top right of the Mojo screen - The Account section contains your subscriptions, user management, and profile settings ## Key Account Features **Subscriptions Management:** - View and manage all active services (Dialer, Data, Mojo Caller ID) - Add or remove agent licenses - Cancel subscriptions (must be done from within your account on a computer) **Adding Agents/Users:** - Each agent needs their own unique email address and login - Add agents through Account > Subscriptions > Add button next to ""Mojo CRM (Users)"" - Assign different user types: Owner, Super User, User, or Lite User **Profile Photo Setup:** - Photos display automatically via Gravatar using your registered email - Manually upload photos directly in the Account section - Hover over your profile image to access upload options ## Account Security Best Practices - Never share login credentials - each user should have their own account - Set up separate $10/month accounts for Virtual Assistants to protect sensitive data - You're responsible for all activity on your account ## Subscription Options - Month-to-month billing with no long-term commitments - Temporary breaks: Downgrade to Mojo CRM ($10/month/user) to retain data - Full cancellation: Account stays ""reactivation ready"" for 90 days Is there a specific aspect of account management you'd like more details about?",5,2,
"13224","need help uploading lists","Hello I used to have my own mojo account and exported a few of the lists that I had. Now I am on a team and would like to upload these lists into my new account / profile for me to have (not other team members). I need assistance doing these to ensure my previous notes from my calls also upload","2026-01-30T19:02:42.000Z","Closed","I'll help you upload your lists with your call notes intact. Here's the step-by-step process: ## Importing Your Lists **Step 1: Prepare Your Files** - Make sure your exported lists are in XLS, XLSX, or CSV format (Mojo accepts these file types) - Verify that your call notes are included in the exported data columns **Step 2: Start the Import Process** 1. In your new Mojo account, go to the import section 2. Click ""Choose File"" and select your exported list file 3. Click ""Open"" then ""Next"" **Step 3: Choose Import Destination** You have options to keep your lists private from other team members: - **Create a new calling list**: Click the plus sign in the top right corner, name your list, and hit Save - **Create a group**: Groups are great for leads with specific qualifications (hot leads, warm leads, follow-ups, past clients) - **Add to existing list/group**: Select an existing list if you prefer **Step 4: Set Manager Access (Optional)** - Leave the manager field empty if you want to keep these leads private - The manager setting is only needed if you want other agents to access these specific leads **Step 5: Add Source Information** - Fill in the source field to identify where this data came from (helps with organization) ## Preserving Your Call Notes Your previous call notes should import automatically if they were included in your exported data. The import process will map your existing columns (including notes) to the appropriate fields in your new account. **Important**: Since you're now on a team account, creating your own calling lists or groups (rather than adding to shared ones) will ensure other team members cannot access your imported leads and notes. Would you like me to clarify any of these steps or help with a specific part of the import process?",5,2,
"13228","Property Status not updated.","17037 El Mirador Rancho Santa Fe, CA 92067 is active in mojo. They say the mls has it listed in June and expired in August 2025. They also see that an email was sent back in 2/25 and the name sh","2026-01-30T21:08:29.000Z","Closed","I can see this is regarding a property status discrepancy and a contact name change issue. Let me address both concerns: **Property Status Issue:** The property at 17037 El Mirador Rancho Santa Fe, CA 92067 is showing as active in Mojo, but according to MLS records, it was listed in June and expired in August 2025. This suggests there may be a delay in the property status updates from the MLS feed to Mojo. **Contact Name Change Issue:** You mentioned that an email was sent in February 2025 showing the name ""Ellen,"" but Ellen no longer appears on the record except as an email address. This typically happens when: 1. The contact record was manually updated or merged with another contact 2. New MLS data overwrote the existing contact information 3. The contact was edited during data imports or updates **Recommended Actions:** 1. **For the property status**: The MLS data feed may need to be refreshed or there could be a delay in updates. This would need to be escalated to technical support to verify the MLS feed status and force a property update if necessary. 2. **For the contact name issue**: Check the contact's activity history to see when and how the name was changed. You may also want to review any recent data imports that could have affected this record. This appears to be a technical issue that would require backend investigation to determine why the property status isn't reflecting the current MLS data and to trace the contact name changes in the system logs.",5,2,
"13227","No FRBOs - Loudoun County VA",,"2026-01-30T20:22:16.000Z","Closed","I understand you're not seeing FRBO (For Rent By Owner) leads in Loudoun County, VA. This appears to be a data availability issue for your specific area. Here are a few things to check and try: **Review Your FSBO Settings:** 1. Go to the Leadstore section in Mojo 2. Find FSBO and click ""Manage Subscription"" 3. Click the 3 dots next to your current settings 4. Select ""Manage Setting"" 5. Verify that: - Loudoun County, VA is selected in your county settings - Your property types and price points aren't too restrictive - Your city and zip code selections include the areas you want **Data Availability:** FSBO/FRBO data availability varies significantly by location and market activity. Some areas naturally have very few for-sale-by-owner or for-rent-by-owner properties, especially in certain markets or during specific time periods. **Next Steps:** - Double-check your geographic and filtering settings to ensure they're not too narrow - Consider expanding to neighboring counties if your business model allows - Contact Mojo support directly if your settings appear correct but you're still not receiving any data The system delivers new FSBO data daily when available, so if there simply aren't any FRBOs active in Loudoun County, that would explain the lack of leads.",4,2,
